Protein,Breast,Colon,Ewing_sarcoma,Melanoma,Ovary_patientsample,,exocarta top100,contém/não contém,,vesiclepedia top100,contém/não contém,,Vesiclepedia+exocarta,,
,,,,,,,,,,,,,Q5SRH9,,
,,,,,,,,,,,,,Q5SRN2,,
,,,,,,,,,,,,,Q5SSG8,,
,,,,,,,,,,,,,Q5SSJ5,,
,,,,,,,,,,,,,Q5SVQ8,,
,,,,,,,,,,,,,Q5SVZ6,,
,,,,,,,,,,,,,Q5SW79,,
,,,,,,,,,,,,,Q5SW96,,
,,,,,,,,,,,,,Q5SWX8,,
,,,,,,,,,,,,,Q5SXH7,,
,,,,,,,,,,,,,Q5SXM2,,
,,,,,,,,,,,,,Q5SXM8,,
,,,,,,,,,,,,,Q5SY16,,
,,,,,,,,,,,,,Q5SYB0,,
,,,,,,,,,,,,,Q5SYC1,,
,,,,,,,,,,,,,Q5SYE7,,
,,,,,,,,,,,,,Q5SZK8,,
,,,,,,,,,,,,,Q5SZL2,,
,,,,,,,,,,,,,Q5T011,,
,,,,,,,,,,,,,Q5T013,,
,,,,,,,,,,,,,Q5T036,,
,,,,,,,,,,,,,Q5T089,,
,,,,,,,,,,,,,Q5T0D9,,
,,,,,,,,,,,,,Q5T0F9,,
,,,,,,,,,,,,,Q5T0N1,,
,,,,,,,,,,,,,Q5T0N5,,
,,,,,,,,,,,,,Q5T0U0,,
,,,,,,,,,,,,,Q5T0W9,,
,,,,,,,,,,,,,Q5T0Z8,,
,,,,,,,,,,,,,Q5T124,,
,,,,,,,,,,,,,Q5T197,,
,,,,,,,,,,,,,Q5T1B0,,
,,,,,,,,,,,,,Q5T1C6,,
,,,,,,,,,,,,,Q5T1H1,,
,,,,,,,,,,,,,Q5T1M5,,
,,,,,,,,,,,,,Q5T1Q4,,
,,,,,,,,,,,,,Q5T1R4,,
,,,,,,,,,,,,,Q5T1V6,,
,,,,,,,,,,,,,Q5T200,,
,,,,,,,,,,,,,Q5T215,,
,,,,,,,,,,,,,Q5T280,,
,,,,,,,,,,,,,Q5T2D2,,
,,,,,,,,,,,,,Q5T2E6,,
,,,,,,,,,,,,,Q5T2N8,,
,,,,,,,,,,,,,Q5T2T1,,
,,,,,,,,,,,,,Q5T2W1,,
,,,,,,,,,,,,,Q5T3F8,,
,,,,,,,,,,,,,Q5T3J3,,
,,,,,,,,,,,,,Q5T3U5,,
,,,,,,,,,,,,,Q5T447,,
,,,,,,,,,,,,,Q5T481,,
,,,,,,,,,,,,,Q5T4B2,,
,,,,,,,,,,,,,Q5T4F4,,
,,,,,,,,,,,,,Q5T4F7,,
,,,,,,,,,,,,,Q5T4S7,,
,,,,,,,,,,,,,Q5T4T1,,
,,,,,,,,,,,,,Q5T4T6,,
,,,,,,,,,,,,,Q5T5A8,,
,,,,,,,,,,,,,Q5T5C0,,
,,,,,,,,,,,,,Q5T5D7,,
,,,,,,,,,,,,,Q5T5J6,,
,,,,,,,,,,,,,Q5T5N4,,
,,,,,,,,,,,,,Q5T5P2,,
,,,,,,,,,,,,,Q5T5U3,,
,,,,,,,,,,,,,Q5T5Y3,,
,,,,,,,,,,,,,Q5T601,,
,,,,,,,,,,,,,Q5T619,,
,,,,,,,,,,,,,Q5T653,,
,,,,,,,,,,,,,Q5T655,,
,,,,,,,,,,,,,Q5T6F2,,
,,,,,,,,,,,,,Q5T6J7,,
,,,,,,,,,,,,,Q5T6V5,,
,,,,,,,,,,,,,Q5T749,,
,,,,,,,,,,,,,Q5T750,,
,,,,,,,,,,,,,Q5T753,,
,,,,,,,,,,,,,Q5T754,,
,,,,,,,,,,,,,Q5T7B8,,
,,,,,,,,,,,,,Q5T7N2,,
,,,,,,,,,,,,,Q5T7N3,,
,,,,,,,,,,,,,Q5T7P2,,
,,,,,,,,,,,,,Q5T7P3,,
,,,,,,,,,,,,,Q5T7V8,,
,,,,,,,,,,,,,Q5T7W0,,
,,,,,,,,,,,,,Q5T848,,
,,,,,,,,,,,,,Q5T871,,
,,,,,,,,,,,,,Q5T890,,
,,,,,,,,,,,,,Q5T8A7,,
,,,,,,,,,,,,,Q5T8D3,,
,,,,,,,,,,,,,Q5T8I3,,
,,,,,,,,,,,,,Q5T8P6,,
,,,,,,,,,,,,,Q5T9A4,,
,,,,,,,,,,,,,Q5T9C2,,
,,,,,,,,,,,,,Q5T9L3,,
,,,,,,,,,,,,,Q5T9S5,,
,,,,,,,,,,,,,Q5TA45,,
,,,,,,,,,,,,,Q5TA50,,
,,,,,,,,,,,,,Q5TA78,,
,,,,,,,,,,,,,Q5TAA0,,
,,,,,,,,,,,,,Q5TAH2,,
,,,,,,,,,,,,,Q5TAP6,,
,,,,,,,,,,,,,Q5TAT6,,
,,,,,,,,,,,,,Q5TAX3,,
,,,,,,,,,,,,,Q5TB30,,
,,,,,,,,,,,,,Q5TB80,,
,,,,,,,,,,,,,Q5TBA9,,
,,,,,,,,,,,,,Q5TBB1,,
,,,,,,,,,,,,,Q5TC63,,
,,,,,,,,,,,,,Q5TC79,,
,,,,,,,,,,,,,Q5TC82,,
,,,,,,,,,,,,,Q5TC84,,
,,,,,,,,,,,,,Q5TCM9,,
,,,,,,,,,,,,,Q5TCQ9,,
,,,,,,,,,,,,,Q5TCY1,,
,,,,,,,,,,,,,Q5TCZ1,,
,,,,,,,,,,,,,Q5TD97,,
,,,,,,,,,,,,,Q5TDH0,,
,,,,,,,,,,,,,Q5TDP6,,
,,,,,,,,,,,,,Q5TEJ8,,
,,,,,,,,,,,,,Q5TEZ5,,
,,,,,,,,,,,,,Q5TF58,,
,,,,,,,,,,,,,Q5TFE4,,
,,,,,,,,,,,,,Q5TFQ8,,
,,,,,,,,,,,,,Q5TGI4,,
,,,,,,,,,,,,,Q5TGJ6,,
,,,,,,,,,,,,,Q5TGL8,,
,,,,,,,,,,,,,Q5TGS1,,
,,,,,,,,,,,,,Q5TGY3,,
,,,,,,,,,,,,,Q5TGZ0,,
,,,,,,,,,,,,,Q5TH69,,
,,,,,,,,,,,,,Q5THJ4,,
,,,,,,,,,,,,,Q5THK1,,
,,,,,,,,,,,,,Q5THR3,,
,,,,,,,,,,,,,Q5TI25,,
,,,,,,,,,,,,,Q5TIE3,,
,,,,,,,,,,,,,Q5TYW2,,
,,,,,,,,,,,,,Q5TZ20,,
,,,,,,,,,,,,,Q5TZA2,,
,,,,,,,,,,,,,Q5U3C3,,
,,,,,,,,,,,,,Q5U4P2,,
,,,,,,,,,,,,,Q5U5Q3,,
,,,,,,,,,,,,,Q5U5R9,,
,,,,,,,,,,,,,Q5U5X0,,
,,,,,,,,,,,,,Q5U651,,
,,,,,,,,,,,,,Q5UAW9,,
,,,,,,,,,,,,,Q5UCC4,,
,,,,,,,,,,,,,Q5UIP0,,
,,,,,,,,,,,,,Q5VIR6,,
,,,,,,,,,,,,,Q5VIY5,,
,,,,,,,,,,,,,Q5VSL9,,
,,,,,,,,,,,,,Q5VSP4,,
,,,,,,,,,,,,,Q5VST6,,
,,,,,,,,,,,,,Q5VST9,,
,,,,,,,,,,,,,Q5VSY0,,
,,,,,,,,,,,,,Q5VT06,,
,,,,,,,,,,,,,Q5VT25,,
,,,,,,,,,,,,,Q5VT40,,
,,,,,,,,,,,,,Q5VT52,,
,,,,,,,,,,,,,Q5VT79,,
,,,,,,,,,,,,,Q5VTD9,,
,,,,,,,,,,,,,Q5VTE0,,
,,,,,,,,,,,,,Q5VTE6,,
,,,,,,,,,,,,,Q5VTJ3,,
,,,,,,,,,,,,,Q5VTL7,,
,,,,,,,,,,,,,Q5VTL8,,
,,,,,,,,,,,,,Q5VTQ0,,
,,,,,,,,,,,,,Q5VTR2,,
,,,,,,,,,,,,,Q5VTT5,,
,,,,,,,,,,,,,Q5VU43,,
,,,,,,,,,,,,,Q5VU65,,
,,,,,,,,,,,,,Q5VU97,,
,,,,,,,,,,,,,Q5VUA4,,
,,,,,,,,,,,,,Q5VUB5,,
,,,,,,,,,,,,,Q5VUD6,,
,,,,,,,,,,,,,Q5VUE5,,
,,,,,,,,,,,,,Q5VUG0,,
,,,,,,,,,,,,,Q5VV17,,
,,,,,,,,,,,,,Q5VV41,,
,,,,,,,,,,,,,Q5VV42,,
,,,,,,,,,,,,,Q5VV43,,
,,,,,,,,,,,,,Q5VV52,,
,,,,,,,,,,,,,Q5VV63,,
,,,,,,,,,,,,,Q5VV67,,
,,,,,,,,,,,,,Q5VVH5,,
,,,,,,,,,,,,,Q5VVM6,,
,,,,,,,,,,,,,Q5VVQ6,,
,,,,,,,,,,,,,Q5VW32,,
,,,,,,,,,,,,,Q5VW36,,
,,,,,,,,,,,,,Q5VW38,,
,,,,,,,,,,,,,Q5VWG9,,
,,,,,,,,,,,,,Q5VWJ9,,
,,,,,,,,,,,,,Q5VWN6,,
,,,,,,,,,,,,,Q5VWT5,,
,,,,,,,,,,,,,Q5VWX1,,
,,,,,,,,,,,,,Q5VWZ2,,
,,,,,,,,,,,,,Q5VXJ0,,
,,,,,,,,,,,,,Q5VXT5,,
,,,,,,,,,,,,,Q5VXU3,,
,,,,,,,,,,,,,Q5VY09,,
,,,,,,,,,,,,,Q5VY43,,
,,,,,,,,,,,,,Q5VYK3,,
,,,,,,,,,,,,,Q5VYM1,,
,,,,,,,,,,,,,Q5VYS8,,
,,,,,,,,,,,,,Q5VYY1,,
,,,,,,,,,,,,,Q5VYY2,,
,,,,,,,,,,,,,Q5VZ46,,
,,,,,,,,,,,,,Q5VZ66,,
,,,,,,,,,,,,,Q5VZ89,,
,,,,,,,,,,,,,Q5VZE5,,
,,,,,,,,,,,,,Q5VZF2,,
,,,,,,,,,,,,,Q5VZI3,,
,,,,,,,,,,,,,Q5VZK9,,
,,,,,,,,,,,,,Q5VZL5,,
,,,,,,,,,,,,,Q5VZM2,,
,,,,,,,,,,,,,Q5VZP5,,
,,,,,,,,,,,,,Q5W041,,
,,,,,,,,,,,,,Q5W0A0,,
,,,,,,,,,,,,,Q5W0B1,,
,,,,,,,,,,,,,Q5W0Q7,,
,,,,,,,,,,,,,Q5W0U4,,
,,,,,,,,,,,,,Q5W0Z9,,
,,,,,,,,,,,,,Q5W111,,
,,,,,,,,,,,,,Q5XG92,,
,,,,,,,,,,,,,Q5XKE5,,
,,,,,,,,,,,,,Q5XKL5,,
,,,,,,,,,,,,,Q5XKP0,,
,,,,,,,,,,,,,Q5XPI4,,
,,,,,,,,,,,,,Q5XXA6,,
,,,,,,,,,,,,,Q5ZPR3,,
,,,,,,,,,,,,,Q60I27,,
,,,,,,,,,,,,,Q63HK3,,
,,,,,,,,,,,,,Q63HK5,,
,,,,,,,,,,,,,Q63HM1,,
,,,,,,,,,,,,,Q63HM2,,
,,,,,,,,,,,,,Q63HM9,,
,,,,,,,,,,,,,Q63HN8,,
,,,,,,,,,,,,,Q63HQ2,,
,,,,,,,,,,,,,Q63HR2,,
,,,,,,,,,,,,,Q63ZE4,,
,,,,,,,,,,,,,Q63ZY3,,
,,,,,,,,,,,,,Q641Q2,,
,,,,,,,,,,,,,Q641Q3,,
,,,,,,,,,,,,,Q643R3,,
,,,,,,,,,,,,,Q64LD2,,
,,,,,,,,,,,,,Q658N2,,
,,,,,,,,,,,,,Q658P3,,
,,,,,,,,,,,,,Q658Y4,,
,,,,,,,,,,,,,Q659A1,,
,,,,,,,,,,,,,Q659C4,,
,,,,,,,,,,,,,Q66GS9,,
,,,,,,,,,,,,,Q66K14,,
,,,,,,,,,,,,,Q66K41,,
,,,,,,,,,,,,,Q66K64,,
,,,,,,,,,,,,,Q66K66,,
,,,,,,,,,,,,,Q66K74,,
,,,,,,,,,,,,,Q66K79,,
,,,,,,,,,,,,,Q66LE6,,
,,,,,,,,,,,,,Q676U5,,
,,,,,,,,,,,,,Q67FW5,,
,,,,,,,,,,,,,Q684P5,,
,,,,,,,,,,,,,Q685J3,,
,,,,,,,,,,,,,Q687X5,,
,,,,,,,,,,,,,Q68BL7,,
,,,,,,,,,,,,,Q68BL8,,
,,,,,,,,,,,,,Q68CP4,,
,,,,,,,,,,,,,Q68CP9,,
,,,,,,,,,,,,,Q68CQ4,,
,,,,,,,,,,,,,Q68CQ7,,
,,,,,,,,,,,,,Q68CR1,,
,,,,,,,,,,,,,Q68CZ1,,
,,,,,,,,,,,,,Q68CZ2,,
,,,,,,,,,,,,,Q68D06,,
,,,,,,,,,,,,,Q68D42,,
,,,,,,,,,,,,,Q68D51,,
,,,,,,,,,,,,,Q68D85,,
,,,,,,,,,,,,,Q68D91,,
,,,,,,,,,,,,,Q68DA7,,
,,,,,,,,,,,,,Q68DC2,,
,,,,,,,,,,,,,Q68DH5,,
,,,,,,,,,,,,,Q68DK2,,
,,,,,,,,,,,,,Q68DK7,,
,,,,,,,,,,,,,Q68DL7,,
,,,,,,,,,,,,,Q68DN1,,
,,,,,,,,,,,,,Q68DQ2,,
,,,,,,,,,,,,,Q68DV7,,
,,,,,,,,,,,,,Q68DX3,,
,,,,,,,,,,,,,Q68DY1,,
,,,,,,,,,,,,,Q68E01,,
,,,,,,,,,,,,,Q68EM7,,
,,,,,,,,,,,,,Q68J44,,
,,,,,,,,,,,,,Q69383,,
,,,,,,,,,,,,,Q69384,,
,,,,,,,,,,,,,Q693B1,,
,,,,,,,,,,,,,Q695T7,,
,,,,,,,,,,,,,Q69YG0,,
,,,,,,,,,,,,,Q69YH5,,
,,,,,,,,,,,,,Q69YN2,,
,,,,,,,,,,,,,Q69YN4,,
,,,,,,,,,,,,,Q69YQ0,,
,,,,,,,,,,,,,Q69YW2,,
,,,,,,,,,,,,,Q69YZ2,,
,,,,,,,,,,,,,Q6A162,,
,,,,,,,,,,,,,Q6A163,,
,,,,,,,,,,,,,Q6A555,,
,,,,,,,,,,,,,Q6AHZ1,,
,,,,,,,,,,,,,Q6AI08,,
,,,,,,,,,,,,,Q6AWC2,,
,,,,,,,,,,,,,Q6AZY7,,
,,,,,,,,,,,,,Q6AZZ1,,
,,,,,,,,,,,,,Q6B0I6,,
,,,,,,,,,,,,,Q6B0K9,,
,,,,,,,,,,,,,Q6B8I1,,
,,,,,,,,,,,,,Q6BAA4,,
,,,,,,,,,,,,,Q6BCY4,,
,,,,,,,,,,,,,Q6BDI9,,
,,,,,,,,,,,,,Q6BEB4,,
,,,,,,,,,,,,,Q6DD88,,
,,,,,,,,,,,,,Q6DHV7,,
,,,,,,,,,,,,,Q6DKI1,,
,,,,,,,,,,,,,Q6DKI7,,
,,,,,,,,,,,,,Q6DKJ4,,
,,,,,,,,,,,,,Q6DN03,,
,,,,,,,,,,,,,Q6DN90,,
,,,,,,,,,,,,,Q6DT37,,
,,,,,,,,,,,,,Q6E0U4,,
,,,,,,,,,,,,,Q6E213,,
,,,,,,,,,,,,,Q6EEV6,,
,,,,,,,,,,,,,Q6EKJ0,,
,,,,,,,,,,,,,Q6EMK4,,
,,,,,,,,,,,,,Q6F5E8,,
,,,,,,,,,,,,,Q6FHJ7,,
,,,,,,,,,,,,,Q6FI13,,
,,,,,,,,,,,,,Q6FI81,,
,,,,,,,,,,,,,Q6GMR7,,
,,,,,,,,,,,,,Q6GMV2,,
,,,,,,,,,,,,,Q6GMV3,,
,,,,,,,,,,,,,Q6GQQ9,,
,,,,,,,,,,,,,Q6GTS8,,
,,,,,,,,,,,,,Q6GTX8,,
,,,,,,,,,,,,,Q6GYQ0,,
,,,,,,,,,,,,,Q6H9L7,,
,,,,,,,,,,,,,Q6HA08,,
,,,,,,,,,,,,,Q6I9Y2,,
,,,,,,,,,,,,,Q6IA17,,
,,,,,,,,,,,,,Q6IA69,,
,,,,,,,,,,,,,Q6IA86,,
,,,,,,,,,,,,,Q6IAA8,,
,,,,,,,,,,,,,Q6IAN0,,
,,,,,,,,,,,,,Q6IB77,,
,,,,,,,,,,,,,Q6IBS0,,
,,,,,,,,,,,,,Q6IBW4,,
,,,,,,,,,,,,,Q6IC83,,
,,,,,,,,,,,,,Q6IC98,,
,,,,,,,,,,,,,Q6ICB0,,
,,,,,,,,,,,,,Q6ICG6,,
,,,,,,,,,,,,,Q6ICL3,,
,,,,,,,,,,,,,Q6ICL7,,
,,,,,,,,,,,,,Q6IEE7,,
,,,,,,,,,,,,,Q6IEE8,,
,,,,,,,,,,,,,Q6IMI4,,
,,,,,,,,,,,,,Q6IMI6,,
,,,,,,,,,,,,,Q6IN84,,
,,,,,,,,,,,,,Q6IPM2,,
,,,,,,,,,,,,,Q6IPR3,,
,,,,,,,,,,,,,Q6IPT4,,
,,,,,,,,,,,,,Q6IQ20,,
,,,,,,,,,,,,,Q6IQ21,,
,,,,,,,,,,,,,Q6IQ22,,
,,,,,,,,,,,,,Q6IQ23,,
,,,,,,,,,,,,,Q6IQ26,,
,,,,,,,,,,,,,Q6IQ32,,
,,,,,,,,,,,,,Q6IQ55,,
,,,,,,,,,,,,,Q6IS14,,
,,,,,,,,,,,,,Q6ISB3,,
,,,,,,,,,,,,,Q6ISS4,,
,,,,,,,,,,,,,Q6IV72,,
,,,,,,,,,,,,,Q6IWH7,,
,,,,,,,,,,,,,Q6J9G0,,
,,,,,,,,,,,,,Q6JBY9,,
,,,,,,,,,,,,,Q6JVE9,,
,,,,,,,,,,,,,Q6K0P9,,
,,,,,,,,,,,,,Q6KB66,,
,,,,,,,,,,,,,Q6KC79,,
,,,,,,,,,,,,,Q6KCM7,,
,,,,,,,,,,,,,Q6L8G4,,
,,,,,,,,,,,,,Q6L8G8,,
,,,,,,,,,,,,,Q6L8H1,,
,,,,,,,,,,,,,Q6L8H2,,
,,,,,,,,,,,,,Q6L8H4,,
,,,,,,,,,,,,,Q6L8Q7,,
,,,,,,,,,,,,,Q6L9W6,,
,,,,,,,,,,,,,Q6MZM9,,
,,,,,,,,,,,,,Q6MZQ0,,
,,,,,,,,,,,,,Q6MZW2,,
,,,,,,,,,,,,,Q6N021,,
,,,,,,,,,,,,,Q6N022,,
,,,,,,,,,,,,,Q6N063,,
,,,,,,,,,,,,,Q6N069,,
,,,,,,,,,,,,,Q6NSI3,,
,,,,,,,,,,,,,Q6NSI8,,
,,,,,,,,,,,,,Q6NSJ0,,
,,,,,,,,,,,,,Q6NSJ2,,
,,,,,,,,,,,,,Q6NSJ5,,
,,,,,,,,,,,,,Q6NT04,,
,,,,,,,,,,,,,Q6NT32,,
,,,,,,,,,,,,,Q6NT52,,
,,,,,,,,,,,,,Q6NT55,,
,,,,,,,,,,,,,Q6NT89,,
,,,,,,,,,,,,,Q6NTF7,,
,,,,,,,,,,,,,Q6NTF9,,
,,,,,,,,,,,,,Q6NUI2,,
,,,,,,,,,,,,,Q6NUI6,,
,,,,,,,,,,,,,Q6NUK1,,
,,,,,,,,,,,,,Q6NUK4,,
,,,,,,,,,,,,,Q6NUM6,,
,,,,,,,,,,,,,Q6NUM9,,
,,,,,,,,,,,,,Q6NUN9,,
,,,,,,,,,,,,,Q6NUP7,,
,,,,,,,,,,,,,Q6NUQ4,,
,,,,,,,,,,,,,Q6NUS8,,
,,,,,,,,,,,,,Q6NUT2,,
,,,,,,,,,,,,,Q6NUT3,,
,,,,,,,,,,,,,Q6NV74,,
,,,,,,,,,,,,,Q6NVU6,,
,,,,,,,,,,,,,Q6NVY1,,
,,,,,,,,,,,,,Q6NW40,,
,,,,,,,,,,,,,Q6NXE6,,
,,,,,,,,,,,,,Q6NXG1,,
,,,,,,,,,,,,,Q6NXR4,,
,,,,,,,,,,,,,Q6NXS1,,
,,,,,,,,,,,,,Q6NXT2,,
,,,,,,,,,,,,,Q6NXT6,,
,,,,,,,,,,,,,Q6NY19,,
,,,,,,,,,,,,,Q6NYC8,,
,,,,,,,,,,,,,Q6NZ36,,
,,,,,,,,,,,,,Q6NZI2,,
,,,,,,,,,,,,,Q6NZY4,,
,,,,,,,,,,,,,Q6P050,,
,,,,,,,,,,,,,Q6P0Q8,,
,,,,,,,,,,,,,Q6P158,,
,,,,,,,,,,,,,Q6P179,,
,,,,,,,,,,,,,Q6P1A2,,
,,,,,,,,,,,,,Q6P1J6,,
,,,,,,,,,,,,,Q6P1J9,,
,,,,,,,,,,,,,Q6P1K2,,
,,,,,,,,,,,,,Q6P1L5,,
,,,,,,,,,,,,,Q6P1L8,,
,,,,,,,,,,,,,Q6P1M0,,
,,,,,,,,,,,,,Q6P1M3,,
,,,,,,,,,,,,,Q6P1M9,,
,,,,,,,,,,,,,Q6P1N0,,
,,,,,,,,,,,,,Q6P1N9,,
,,,,,,,,,,,,,Q6P1X5,,
,,,,,,,,,,,,,Q6P1X6,,
,,,,,,,,,,,,,Q6P280,,
,,,,,,,,,,,,,Q6P2D0,,
,,,,,,,,,,,,,Q6P2E9,,
,,,,,,,,,,,,,Q6P2M8,,
,,,,,,,,,,,,,Q6P2Q9,,
,,,,,,,,,,,,,Q6P2S7,,
,,,,,,,,,,,,,Q6P3R8,,
,,,,,,,,,,,,,Q6P3S1,,
,,,,,,,,,,,,,Q6P3S6,,
,,,,,,,,,,,,,Q6P3W7,,
,,,,,,,,,,,,,Q6P3X3,,
,,,,,,,,,,,,,Q6P3X8,,
,,,,,,,,,,,,,Q6P461,,
,,,,,,,,,,,,,Q6P4A7,,
,,,,,,,,,,,,,Q6P4A8,,
,,,,,,,,,,,,,Q6P4D5,,
,,,,,,,,,,,,,Q6P4E1,,
,,,,,,,,,,,,,Q6P4Q7,,
,,,,,,,,,,,,,Q6P4R8,,
,,,,,,,,,,,,,Q6P531,,
,,,,,,,,,,,,,Q6P582,,
,,,,,,,,,,,,,Q6P587,,
,,,,,,,,,,,,,Q6P589,,
,,,,,,,,,,,,,Q6P597,,
,,,,,,,,,,,,,Q6P5Q4,,
,,,,,,,,,,,,,Q6P5R6,,
,,,,,,,,,,,,,Q6P5S2,,
,,,,,,,,,,,,,Q6P5W5,,
,,,,,,,,,,,,,Q6P5Z2,,
,,,,,,,,,,,,,Q6P656,,
,,,,,,,,,,,,,Q6P6B1,,
,,,,,,,,,,,,,Q6P6B7,,
,,,,,,,,,,,,,Q6P6C2,,
,,,,,,,,,,,,,Q6P988,,
,,,,,,,,,,,,,Q6P995,,
,,,,,,,,,,,,,Q6P996,,
,,,,,,,,,,,,,Q6P9A1,,
,,,,,,,,,,,,,Q6P9A2,,
,,,,,,,,,,,,,Q6P9B6,,
,,,,,,,,,,,,,Q6P9B9,,
,,,,,,,,,,,,,Q6P9F0,,
,,,,,,,,,,,,,Q6P9F5,,
,,,,,,,,,,,,,Q6P9G4,,
,,,,,,,,,,,,,Q6P9H4,,
,,,,,,,,,,,,,Q6PCB0,,
,,,,,,,,,,,,,Q6PCB5,,
,,,,,,,,,,,,,Q6PCB6,,
,,,,,,,,,,,,,Q6PCB7,,
,,,,,,,,,,,,,Q6PCB8,,
,,,,,,,,,,,,,Q6PCE3,,
,,,,,,,,,,,,,Q6PD62,,
,,,,,,,,,,,,,Q6PD74,,
,,,,,,,,,,,,,Q6PEV8,,
,,,,,,,,,,,,,Q6PEX3,,
,,,,,,,,,,,,,Q6PEY2,,
,,,,,,,,,,,,,Q6PF04,,
,,,,,,,,,,,,,Q6PF15,,
,,,,,,,,,,,,,Q6PFW1,,
,,,,,,,,,,,,,Q6PGN9,,
,,,,,,,,,,,,,Q6PGP7,,
,,,,,,,,,,,,,Q6PH81,,
,,,,,,,,,,,,,Q6PH85,,
,,,,,,,,,,,,,Q6PHR2,,
,,,,,,,,,,,,,Q6PI47,,
,,,,,,,,,,,,,Q6PI48,,
,,,,,,,,,,,,,Q6PI73,,
,,,,,,,,,,,,,Q6PI77,,
,,,,,,,,,,,,,Q6PI78,,
,,,,,,,,,,,,,Q6PID6,,
,,,,,,,,,,,,,Q6PID8,,
,,,,,,,,,,,,,Q6PIF6,,
,,,,,,,,,,,,,Q6PIJ6,,
,,,,,,,,,,,,,Q6PIS1,,
,,,,,,,,,,,,,Q6PIU2,,
,,,,,,,,,,,,,Q6PIV7,,
,,,,,,,,,,,,,Q6PIW4,,
,,,,,,,,,,,,,Q6PIY5,,
,,,,,,,,,,,,,Q6PIZ9,,
,,,,,,,,,,,,,Q6PJ61,,
,,,,,,,,,,,,,Q6PJ69,,
,,,,,,,,,,,,,Q6PJF5,,
,,,,,,,,,,,,,Q6PJG6,,
,,,,,,,,,,,,,Q6PJI9,,
,,,,,,,,,,,,,Q6PJP8,,
,,,,,,,,,,,,,Q6PJT7,,
,,,,,,,,,,,,,Q6PJW8,,
,,,,,,,,,,,,,Q6PK04,,
,,,,,,,,,,,,,Q6PK18,,
,,,,,,,,,,,,,Q6PKC3,,
,,,,,,,,,,,,,Q6PKG0,,
,,,,,,,,,,,,,Q6PKX4,,
,,,,,,,,,,,,,Q6PL18,,
,,,,,,,,,,,,,Q6PL24,,
,,,,,,,,,,,,,Q6PRD1,,
,,,,,,,,,,,,,Q6PUV4,,
,,,,,,,,,,,,,Q6Q0C0,,
,,,,,,,,,,,,,Q6Q4G3,,
,,,,,,,,,,,,,Q6Q759,,
,,,,,,,,,,,,,Q6Q788,,
,,,,,,,,,,,,,Q6QEF8,,
,,,,,,,,,,,,,Q6QNY0,,
,,,,,,,,,,,,,Q6QNY1,,
,,,,,,,,,,,,,Q6R2W3,,
,,,,,,,,,,,,,Q6R327,,
,,,,,,,,,,,,,Q6RFH5,,
,,,,,,,,,,,,,Q6RI45,,
,,,,,,,,,,,,,Q6RW13,,
,,,,,,,,,,,,,Q6S8J3,,
,,,,,,,,,,,,,Q6S8J7,,
,,,,,,,,,,,,,Q6SJ93,,
,,,,,,,,,,,,,Q6STE5,,
,,,,,,,,,,,,,Q6SZW1,,
,,,,,,,,,,,,,Q6T310,,
,,,,,,,,,,,,,Q6T4P5,,
,,,,,,,,,,,,,Q6T4R5,,
,,,,,,,,,,,,,Q6TCH4,,
,,,,,,,,,,,,,Q6TDP4,,
,,,,,,,,,,,,,Q6TDU7,,
,,,,,,,,,,,,,Q6TFL3,,
,,,,,,,,,,,,,Q6TFL4,,
,,,,,,,,,,,,,Q6U841,,
,,,,,,,,,,,,,Q6UB35,,
,,,,,,,,,,,,,Q6UB98,,
,,,,,,,,,,,,,Q6UB99,,
,,,,,,,,,,,,,Q6UN15,,
,,,,,,,,,,,,,Q6UVJ0,,
,,,,,,,,,,,,,Q6UVK1,,
,,,,,,,,,,,,,Q6UVY6,,
,,,,,,,,,,,,,Q6UW02,,
,,,,,,,,,,,,,Q6UW32,,
,,,,,,,,,,,,,Q6UW56,,
,,,,,,,,,,,,,Q6UW60,,
,,,,,,,,,,,,,Q6UW68,,
,,,,,,,,,,,,,Q6UWB1,,
,,,,,,,,,,,,,Q6UWB4,,
,,,,,,,,,,,,,Q6UWD8,,
,,,,,,,,,,,,,Q6UWE0,,
,,,,,,,,,,,,,Q6UWF3,,
,,,,,,,,,,,,,Q6UWF7,,
,,,,,,,,,,,,,Q6UWF9,,
,,,,,,,,,,,,,Q6UWI4,,
,,,,,,,,,,,,,Q6UWL2,,
,,,,,,,,,,,,,Q6UWM5,,
,,,,,,,,,,,,,Q6UWM9,,
,,,,,,,,,,,,,Q6UWP2,,
,,,,,,,,,,,,,Q6UWP7,,
,,,,,,,,,,,,,Q6UWP8,,
,,,,,,,,,,,,,Q6UWR7,,
,,,,,,,,,,,,,Q6UWT4,,
,,,,,,,,,,,,,Q6UWU2,,
,,,,,,,,,,,,,Q6UWU4,,
,,,,,,,,,,,,,Q6UWV6,,
,,,,,,,,,,,,,Q6UWW8,,
,,,,,,,,,,,,,Q6UWX4,,
,,,,,,,,,,,,,Q6UWY0,,
,,,,,,,,,,,,,Q6UWY2,,
,,,,,,,,,,,,,Q6UX01,,
,,,,,,,,,,,,,Q6UX04,,
,,,,,,,,,,,,,Q6UX06,,
,,,,,,,,,,,,,Q6UX15,,
,,,,,,,,,,,,,Q6UX40,,
,,,,,,,,,,,,,Q6UX46,,
